ID	word	pos	lemma	hyperlemma	sahidic_word	tla	CDO	crum_cs_lemmatization_match	crum_cs_pos_match	crum_no_sahidic	sahidic_in_cs	score	freq	page	marcion	lemma_error	pos_error	notes
213	ⲭⲁ	V	ⲭⲱ	ⲕⲱ	ⲕⲁⲁ	C1058	place, appoint, set down, make	1	1	1	1	1	57	94b	place, appoint, set down, make (τιθεναι, τασσειν, ισταναι) with dative, have, get, keep preserve permit, set free (ανιεναι, αφιεναι) (qualitative) be loose, limp, unrestrained, permitted as imperative, admit, concede, suppose bequeath quit, abandon, fail (αφιεναι, απωθειν) leave, omit qual + prep or advb, be, exist, lie (κεισθαι) in later SF letters go to, reach, lit enter, qual be in auxil (causative) use			
215	ⲛⲉ	COP	ⲡⲉ	ⲡⲉ	ⲛⲉ	C2788		0	0	0	0	0	56	_	_			
217	ⲛⲉ	CPRET	ⲛⲁⲣⲉ	ⲛⲉⲣⲉ	ⲛⲉ	C2385		0	0	0	0	0	56	_	_			
218	ⲥϩⲓⲙⲓ	N	ⲥϩⲓⲙⲓ	ⲥϩⲓⲙⲉ	ⲥϩⲓⲙⲉ	C3986	woman	1	1	1	1	1	56	385a	woman (ⲥⲁ + ϩⲓⲙⲉ) (γυνη, θηλυς) wife female of animals ϩⲓⲙⲉ &c, wife			
219	ⲉⲣ	V	ⲓⲣⲓ	ⲉⲓⲣⲉ	ⲣ	C951	act; become, befall; do	0	0	0	0	0	56	_	_			
220	ⲛⲧ	ACONJ	ⲛⲧⲉ	ⲛⲧⲉ	ⲛ	C2531	conjunctive prefix	0	0	0	0	0	55	_	_			
222	ⲥⲱⲧⲉⲙ	V	ⲥⲱⲧⲉⲙ	ⲥⲱⲧⲙ	ⲥⲱⲧⲙ	C3812	hear	1	1	1	1	1	55	363b	(intransitive) hear (ακουειν) (transitive) (ακουειν)			
223	ϣⲉ	N	ϣⲉ	ϣⲉ	ϣⲉ	C5707,C5706	small bronze coin; by (in swearing)	1	0	1	1	0.75	53	547a	by in swearing (νη)			
224	ϣⲧⲉⲙ	NEG	ϣⲧⲉⲙ	ⲧⲙ	ⲧⲙ	C4282	negative	0	0	0	0	0	53	_	_			
225	ϣⲉ	V	ϣⲉ	ϣⲉ	ϣⲉ	C5698	go	1	1	1	1	1	53	544b	(intransitive) go ― c ethic dat (πορευεσθαι, απερχεσθαι, βαδιζειν) ― without dat tr (refl ?):			
226	ⲉϫⲉⲛ	PREP	ⲉϫⲉⲛ	ⲉϫⲉⲛ	ⲉϫⲉⲛ	C7504	upon, over	0	0	0	0	0	52	_	_			
227	ⲙⲡⲉ	ANEGPST	ⲙⲡⲉ	ⲙⲡⲉ	ⲙⲡⲉ	C1972,C1973	; no;	1	1	1	1	1	51	178a	prefix neg 1 perf ― where action uncompleted, until S = εως αν ― with ⲁⲛ S,F ― with ⲡⲉ- neg pluperf S (rare)			
229	ⲛⲑⲟϥ	PPERI	ⲛⲑⲟϥ	ⲛⲧⲟϥ	ⲛⲧⲟϥ	C2572	he	1	1	1	1	1	50	232b	3 sg m of personal pronoun used without concord for contrast, opposition, rather, but, or merely again (δε, μαλλον, πλην, τουναντιον)			
230	ⲟⲛ	ADV	ⲟⲛ	ⲟⲛ	ⲟⲛ	C2754	again, also, still	1	1	1	1	1	49	255b	again, also, still (παλιν, ετι) also, further again still, yet even if			
231	ϣⲏⲣⲓ	N	ϣⲏⲣⲓ	ϣⲏⲣⲓ	ϣⲏⲣⲓ	C6032	son, child	1	1	0	0	0.5	49	585b	var of ⲉⲣⲓ (αρτος)			
232	ⲉⲑ	CREL	ⲉⲧⲉ	ⲉⲧⲉⲣⲉ	ⲉⲧⲉⲣⲉ	C737	relative	1	1	1	1	1	48	61a	(before liquids & half-vowels), also ⲉⲧⲉ- rel pref			
235	ⲡⲁ	PPOS	ⲡⲁ	ⲡⲁ	ⲡⲁ	C2784	my	0	0	0	0	0	48	_	_			
236	ϫⲟ	V	ϫⲱ	ϫⲱ	ϫⲟⲟ	C7089	say, speak, tell	0	0	1	1	0.5	48	753b	crook-back, ⲟ, ⲟⲓ ⲛ- (κυρτος)			
239	ⲧⲉϥ	PPOS	ⲡⲉϥ	ⲡⲉϥ	ⲧⲉϥ	MISSING		0	0	0	0	0	46	_	_			
240	ⲧⲁ	PPERS	ⲁⲛⲟⲕ	ⲁⲛⲟⲕ	ⲧⲁ	C4005		0	0	0	0	0	44	_	_			
241	ⲧⲁ	PPOS	ⲡⲁ	ⲡⲁ	ⲧⲁ	C2784		0	0	0	0	0	44	_	_			
243	ϧⲁ	PREP	ϧⲁ	ϩⲁ	ϩⲁ	C6328	under, in, at	1	0	1	1	0.75	44	632a	under, in, at (υπο) dative from (εκ, απο) by reason of (υπο, απο) for, in respect of, on behalf of (υπερ) for of price (αντι) against			
244	ϩⲱ	IMOD	ϩⲱⲱ	ϩⲱⲱ	ϩⲱ	C6420	self, also, for one's part	0	0	1	1	0.5	43	651b	pron of emphasis or contrast ― self, also, for my, his part ―― with personal pron (και, ουτως) ―― without personal pron (και, και δη, και γε, ομοιως, ωσαυτως) ―― + ⲟⲛ (και, και αυτος) ― but, on other hand ―― with concord ――― S ϩⲱ (var ϩⲱⲱⲧ, B om) (αλλα, ταχα) ――― interrogative (και) ――― + ⲟⲛ ―― ϩⲱ(ⲱ)ϥ without concord, expressing contrast, opposition (και)			
245	ϩⲱ	IMOD_PPERO	ϩⲱ_ⲁⲛⲟⲕ	ϩⲱⲱ_ⲁⲛⲟⲕ	ϩⲱ	C6420_C135		0	0	0	0	0	43	_	_			
247	ⲛϧⲏⲧ	PREP	ϧⲉⲛ	ϩⲛ	ⲛϩⲏⲧ	C6668	in, at, on	0	0	0	0	0	43	_	_			
249	ⲛϧⲏⲧ	PREP_PPERO	ϧⲉⲛ_ⲁⲛⲟⲕ	ϩⲛ_ⲁⲛⲟⲕ	ⲛϩⲏⲧ	C6668_C135		0	0	0	0	0	43	_	_			
250	ⲙⲁⲣⲉ	AJUS	ⲙⲁⲣⲉ	ⲙⲁⲣⲉ	ⲙⲁⲣⲉ	C2004	verbal pref. causative imperative	1	1	1	1	1	42	182b	verbal prefix optative			
251	ⲟⲩⲱⲙ	V	ⲟⲩⲱⲙ	ⲟⲩⲱⲙ	ⲟⲩⲱⲙ	C5003	eat, bite	1	1	1	1	1	42	478a	(intransitive) eat, bite (εσθιειν, βιβρωσκειν, τρωγειν) (transitive) ― (εσθιειν, βιβρωσκειν, δακνειν, θηλαζειν) ― swallow, submit to S c ϩⲏⲧ S,B, repent (μετανοειν) p c, eater			
252	ϩⲱⲃ	N	ϩⲱⲃ	ϩⲱⲃ	ϩⲱⲃ	C6426	thing	0	1	0	0	0.25	40	696a	horn (κερας)			
253	ⲛⲑⲱⲧⲉⲛ	PPERI	ⲛⲑⲱⲧⲉⲛ	ⲛⲧⲱⲧⲛ	ⲛⲧⲱⲧⲛ	C2565	you pl	0	0	0	0	0	40	_	_			
254	ⲛⲑⲱⲧⲉⲛ	PPERS	ⲛⲑⲱⲧⲉⲛ	ⲛⲧⲱⲧⲛ	ⲛⲧⲱⲧⲛ	C2565	you pl	0	0	0	0	0	40	_	_			
255	ⲧⲱⲛ	PINT	ⲧⲱⲛ	ⲧⲱⲛ	ⲧⲱⲛ	C4339	where, whence	0	0	0	0	0	39	_	_			
256	ⲧⲱⲛ	V	ⲧⲱⲟⲩⲛ	ⲧⲱⲟⲩⲛ	ⲧⲱⲛ	C4674	arise	1	1	1	1	1	39	445a	(intransitive) arise (ανισταναι, εγειρειν, αιρειν) (transitive) raise, carry (απαιρειν)			
257	ⲏⲓ	N	ⲏⲓ	ⲏⲓ	ⲏⲓ	C783	house	1	1	1	1	1	38	66b	pair, couple (ζευγος)			
258	ⲛⲥⲱ	PREP	ⲛⲥⲁ	ⲛⲥⲁ	ⲛⲥⲱ	C3268	behind, after	0	0	0	0	0	38	_	_			
259	ⲓⲥϫⲉ	CONJ	ⲓⲥϫⲉ	ⲉϣϫⲉ	ⲉϣϫⲉ	C769	if	1	1	1	1	1	37	63b	if (ει) as if, as it (καθως, ωσει, ως) exclamatory, how, quam! to be sure, indeed, or as interrog introducing apodosis, then			
260	ⲙⲟϣⲓ	N	ⲙⲟϣⲓ	ⲙⲟⲟϣⲉ	ⲙⲟⲟϣⲉ	C2221	journey, going	0	0	0	0	0	37	_	_			
261	ⲙⲟϣⲓ	V	ⲙⲟϣⲓ	ⲙⲟⲟϣⲉ	ⲙⲟⲟϣⲉ	C2219	walk, go (on land or water)	1	1	1	1	1	37	203b	(intransitive) ― walk, go on land or water (πορευεσθαι, περιπατειν, βαδιζειν, διοδευειν, πεζευειν) ― be about to, proceed to			
262	ⲥⲁⲧⲟⲧ	IMOD	ⲥⲁⲧⲟⲧ	ⲛⲥⲁⲧⲟⲟⲧ	ⲛⲥⲁⲧⲟⲟⲧ	C4483	immediately, forthwith	0	0	0	0	0	36	_	_			
263	ⲙⲟⲩ	N	ⲙⲟⲩ	ⲙⲟⲟⲩ	ⲙⲟⲟⲩ	C2165	water	0	1	1	1	0.75	36	197b	water (υδωρ)			
264	ϣϫⲟⲙ	N	ϣϫⲟⲙ	ϣϫⲟⲙ	ϣϫⲟⲙ	C7706	be able, can	0	0	0	0	0	36	_	_			verify tla range
265	ⲙⲟⲩ	N	ⲙⲁ	ⲙⲁ	ⲙⲁ	C1771	place	0	0	0	0	0	36	_	_			
266	ⲙⲟⲩ	V	ⲙⲟⲩ	ⲙⲟⲩ	ⲙⲟⲩ	C1809	die	1	1	1	1	1	36	159a	(intransitive) die (euphemisms ⲙⲧⲟⲛ, ⲛⲕⲟⲧⲕ often in place of ⲙⲟⲩ) (θνησκειν) (qualitative) dead (νεκρος)			
268	ⲛⲉⲙⲁ	PREP	ⲛⲉⲙ	ⲙⲛ	ⲙⲛ	C1901	with	0	0	0	0	0	35	_	_			
269	ⲧⲉ	ART	ⲡ	ⲡ	ⲧⲉ	C4003		0	0	0	0	0	34	_	_			
270	ⲧⲉ	COP	ⲡⲉ	ⲡⲉ	ⲧⲉ	C2788	sg. masc. copula (nexus pronoun)	1	1	1	1	1	34	260b	enclitic of ⲡⲏ &c, joins subj & predic in nominal clause			
271	ⲛⲁϩϯ	N	ⲛⲁϩϯ	ⲛⲁϩⲧⲉ	ⲛⲁϩⲧⲉ	C2678	trust, faith	0	0	0	0	0	34	_	_			
272	ⲧⲉ	PPERS	ⲛⲑⲟ	ⲛⲧⲟ	ⲧⲉ	C4009		0	0	0	0	0	34	_	_			
273	ⲧⲉ	PPOS	ⲡⲉ	ⲡⲟⲩ	ⲧⲟⲩ	C11281		0	0	0	0	0	34	_	_			
274	ⲛⲁϩϯ	V	ⲛⲁϩϯ	ⲛⲁϩⲧⲉ	ⲛⲁϩⲧⲉ	C2677,C2676	trustworthy, faithful; trust, believe	1	1	1	1	1	34	246a	(intransitive) ― trust, believe (πιστευειν) ― with ϫⲉ- (qualitative) trustworthy, faithful (πιστος, γνησιος) (transitive) believe (πιστευειν)			
277	ⲛⲟⲩ	PPOS	ⲡⲟⲩ	ⲡⲟⲩ	ⲛⲟⲩ	C2787		0	0	0	0	0	33	_	_			
278	ϩⲁ	PREP	ϩⲁ	ϩⲁ	ϩⲁ	C6333	to, toward	1	0	1	1	0.75	33	634b	to, toward ― of persons (προς) ― not of persons (προς, εις)			
279	ϩⲓⲧⲉⲛ	PREP	ϩⲓⲧⲉⲛ	ϩⲓⲧⲛ	ϩⲓⲧⲛ	C4488	through, by the hand of	0	0	0	0	0	33	_	_			
281	ⲭⲏ	VSTAT	ⲭⲱ	ⲕⲱ	ⲕⲏ	C1058	place, appoint, set down, make	1	1	1	1	1	33	94b	place, appoint, set down, make (τιθεναι, τασσειν, ισταναι) with dative, have, get, keep preserve permit, set free (ανιεναι, αφιεναι) (qualitative) be loose, limp, unrestrained, permitted as imperative, admit, concede, suppose bequeath quit, abandon, fail (αφιεναι, απωθειν) leave, omit qual + prep or advb, be, exist, lie (κεισθαι) in later SF letters go to, reach, lit enter, qual be in auxil (causative) use			
283	ⲉϩⲟⲟⲩ	N	ⲉϩⲟⲟⲩ	ϩⲟⲟⲩ	ϩⲟⲟⲩ	C6965	day	0	1	1	1	0.75	32	730a	day (ημερα)			
284	ⲉϩⲟⲟⲩ	N	ⲉϩⲟⲟⲩ	ⲉϩⲟⲟⲩ	ⲉϩⲟⲟⲩ	x		0	0	0	0	0	32	_	_			
285	ⲉⲛ	PPERO	ⲁⲛⲟⲛ	ⲁⲛⲟⲛ	ⲛ	C142	we	0	0	0	0	0	32	_	_			
287	ⲉⲛ	V	ⲓⲛⲓ	ⲉⲓⲛⲉ	ⲉⲛ	C905	bring, bear	1	1	1	1	1	32	78b	(transitive) bring, bear (αγειν, φερειν)			
288	ⲛⲉⲙⲱ	PREP	ⲛⲉⲙ	ⲙⲛ	ⲙⲛ	C1901	with, and	0	0	0	0	0	31	_	_			
289	ⲥⲁ	N	ⲥⲁ	ⲥⲁ	ⲥⲁ	C3263	side, part	1	1	1	1	1	30	316a	man + genitive ⲛ-, man of, maker of, dealer in			should be C3263 side, part
290	ⲕⲱϯ	N	ⲕⲱϯ	ⲕⲱⲧⲉ	ⲕⲱⲧⲉ	C1431,C1437,C1442,C1444	turning	0	0	0	0	0	30	_	_			
291	ⲁⲛⲟⲛ	PPERI	ⲁⲛⲟⲛ	ⲁⲛⲟⲛ	ⲁⲛⲟⲛ	C142		0	0	0	0	0	30	_	_			
292	ⲥⲁ	PREP	ⲥⲁ	ⲛⲥⲁ	ⲛⲥⲁ	C3268		0	0	0	0	0	30	_	_			
293	ⲕⲱϯ	V	ⲕⲱϯ	ⲕⲱⲧⲉ	ⲕⲱⲧⲉ	C1416,C1418,C1419,C1420,C1423,C1424,C1425,C1426,C1427,C1429,C1430,C1431,	turn, go around	1	1	1	1	1	30	124a	(intransitive) ― turn, go round (κυκλουν, στρεφεσθαι) ― go round with waterwheel, water ― form circle ― wander, stray ― go about seeking, seek (qualitative) S (archaic) turned iteration S,B continue to turn, seek (transitive) ― turn, often of face ― surround refl (oftenest) with suff or ⲙⲙⲟ=, turn self, return, repeat (στρεφεσθαι)			
294	ⲟϩⲓ	N	ⲟϩⲓ	ⲟϩⲉ	ⲟϩⲉ	C2778	yard (of house), fold (for cattle)	1	1	1	1	1	29	258a	yard of house, fold for cattle, sheep (επαυλις, αυλη, μανδρα) pasture flock, herd (ποιμνη)			
295	ϫⲓϫ	N	ϫⲓϫ	ϭⲓϫ	ϭⲓϫ	C7995	hand	1	1	1	1	1	29	839b	hand (χειρ, δραξ)			
296	ϩⲁⲣⲟ	PREP	ϩⲁ	ϩⲁ	ϩⲁⲣⲟ	C6333	to, toward	1	0	1	1	0.75	29	634b	to, toward ― of persons (προς) ― not of persons (προς, εις)			
297	ⲟϩⲓ	V	ⲟϩⲓ	ⲱϩⲉ	ⲱϩⲉ	C5640	stand, stay, wait	1	1	1	1	1	29	536b	(intransitive) stand, stay, wait (μενειν, ισταναι) with ⲣⲁⲧ=			
298	ⲉⲣⲟⲩⲱ	V	ⲉⲣⲟⲩⲱ	ⲣⲟⲩⲱ	ⲣⲟⲩⲱ	C4913	to answer	0	0	0	0	0	29	_	_			
299	ⲓⲣⲓ	V	ⲓⲣⲓ	ⲉⲓⲣⲉ	ⲉⲓⲣⲉ	C951,C952,C953,C954,C955	act; become, befall; do	1	1	1	1	1	28	83a	(intransitive) S,A,B,F ― act (ποιειν, πρασσειν) ― become, befall (ειναι, γινεσθαι) ― c dat (transitive) ― make, do ― make, bear fruit ― pass time ― make total, amount to ― make price, value at ― as vb of direction			
300	ⲙⲟⲩϯ	V	ⲙⲟⲩϯ	ⲙⲟⲩⲧⲉ	ⲙⲟⲩⲧⲉ	C2101,C2102	speak, call; (magical) call, incantation	1	1	1	1	1	28	191b	(intransitive) ― speak, call (of men, animals, things) (φωνειν, καλειν, ηχειν) ― enchant, charm (transitive) call, pronounce, mostly of name			
303	ⲛⲏⲟⲩ	VSTAT	ⲓ	ⲉⲓ	ⲛⲏⲩ	C825,C826,C828,C829,C830,C831,C832,C833,C834,C835,C836,C837,C838,C839,C840,C841,C842,C843,C844,C845,C846,C847,C848,C849,C850,C851,C852,C853		0	0	0	0	0	28	_	_			
305	ⲱⲓⲕ	N	ⲱⲓⲕ	ⲟⲉⲓⲕ	ⲟⲉⲓⲕ	C2740	bread, loaf	1	1	1	1	1	27	254a	bread, loaf (αρτος, ψωμος, χορτασμα)			
306	ⲣⲱ	N	ⲣⲟ	ⲣⲟ	ⲣⲱ	C3038	mouth	0	0	1	1	0.5	27	290a	enclitic particle, emphatic or explicative, often untranslatable ― same, again, also esp B ― emphasis or contrast indeed, but ― explicative ― emphasis, even, at all, at last ― in question, then ― after various particles, ⲁⲣⲏⲩ, perhaps, indeed			
307	ⲥⲟⲛ	N	ⲥⲟⲛ	ⲥⲟⲛ	ⲥⲟⲛ	C3583	brother	1	1	1	1	1	27	342b	brother literal & figur (αδελφος)			
308	ⲟⲩⲱϣ	N	ⲟⲩⲱϣ	ⲟⲩⲱϣ	ⲟⲩⲱϣ	C5258	wish, desire	1	1	1	1	1	27	501b	cleft, gap (οπη, τρυμαλια, χασμα) space, distance (διαστημα) interval, pause, holiday			
309	ⲛⲧⲟⲧ	PREP	ⲛⲧⲉⲛ	ⲛⲧⲛ	ⲛⲧⲟⲟⲧ	C4485	in, by hand of, with	0	0	0	0	0	27	_	_			
310	ⲟⲩⲱϣ	V	ⲟⲩⲱϣ	ⲟⲩⲱϣ	ⲟⲩⲱϣ	C5257	wish, desire, love	1	1	1	1	1	27	500a	(intransitive) ― desire, love (θελειν, βουλεσθαι, ευδοκειν) ― as imperative, be pleased to S (θελησον) (transitive) (θελειν, αγαπαν, φιλειν)			
311	ⲛⲁⲣⲉ	CPRET	ⲛⲁⲣⲉ	ⲛⲉⲣⲉ	ⲛⲉⲣⲉ	C2385	preterite converter	0	0	0	0	0	26	_	_			
312	ϫⲟⲙ	N	ϫⲟⲙ	ϭⲟⲙ	ϭⲟⲙ	C7706	power, strength, might, authority	1	1	1	1	1	26	815b	power, strength (δυναμις, ισχυς, ανδρεια) as adj			
313	ⲭⲱ	N	ⲭⲱ	ⲕⲱ	ⲕⲱ	C1062	lossening, slackness	0	0	0	0	0	26	_	_			
314	ⲡⲉⲕ	PPOS	ⲡⲉⲕ	ⲡⲉⲕ	ⲡⲉⲕ	MISSING		0	0	0	0	0	26	_	_			
316	ⲭⲱ	V	ⲭⲱ	ⲕⲱ	ⲕⲱ	C1058,C1063,C1064,C1065,C1066,C1067,C1068,C1069,C1070,C1071,C1072,C1073,C1082,C1083,C1084,C1086,C1090,C1091	place, appoint, set down, make	1	1	1	1	1	26	94b	place, appoint, set down, make (τιθεναι, τασσειν, ισταναι) with dative, have, get, keep preserve permit, set free (ανιεναι, αφιεναι) (qualitative) be loose, limp, unrestrained, permitted as imperative, admit, concede, suppose bequeath quit, abandon, fail (αφιεναι, απωθειν) leave, omit qual + prep or advb, be, exist, lie (κεισθαι) in later SF letters go to, reach, lit enter, qual be in auxil (causative) use			
317	ⲧⲏⲓ	V	ϯ	ϯ	ⲧⲁⲁ	C4050,C4020	smite, hit, fight; give, pay, sell	1	1	1	1	1	26	392a	(intransitive) ― give, pay & related meanings (διδοναι) ― fight (transitive) ― mostly c dat ― pay ― sell S ― smite (τυπτειν) imperative ― with ϯ ― not as imperative B ― ϫⲓⲛⲙ. (qualitative) given, being upon p c, giver			
318	ⲗⲁⲥ	N	ⲗⲁⲥ	ⲗⲁⲥ	ⲗⲁⲥ	C1684	tongue, language	0	0	1	1	0.5	25	145a	(intransitive) be bruised, crushed (συνθλασθαι) (transitive) bruise, crush (συντριβειν)			
319	ⲙⲉⲧⲟⲩⲣⲟ	N	ⲙⲉⲧⲟⲩⲣⲟ	ⲙⲛⲧⲣⲣⲟ	ⲙⲛⲧⲣⲣⲟ	C3141	kingdom	0	0	0	0	0	25	_	_			
320	ⲛⲓⲙ	PINT	ⲛⲓⲙ	ⲛⲓⲙ	ⲛⲓⲙ	C2474,C2473	who?; a certain person or thing, so and so	1	0	1	1	0.75	25	225a	who ? (τις;) what ? as adj + ⲛ-			
322	ⲁⲣⲉ	CFOC	ⲁⲣⲉ	ⲉⲣⲉ	ⲉⲣⲉ	C618	cfoc	0	0	0	0	0	24	_	_			
324	ⲁⲣⲉ	CFOC_PPERS	ⲁⲣⲉ_ⲛⲑⲟⲥ	ⲉⲣⲉ_ⲛⲧⲟⲥ	ⲉⲣⲉ	C618_C2562		0	0	0	0	0	24	_	_			
325	ⲙⲉⲩⲓ	N	ⲙⲉⲩⲓ	ⲙⲉⲉⲩⲉ	ⲙⲉⲉⲩⲉ	C2181		0	0	0	0	0	24	_	_			
328	ⲁϣ	PINT	ⲁϣ	ⲁϣ	ⲁϣ	C250,C251	who, what, certain	0	0	0	0	0	24	_	_			
329	ⲁⲙⲟⲛⲓ	V	ⲁⲙⲟⲛⲓ	ⲁⲙⲟⲛⲓ	_	C91	pasture, feed	0	1	1	1	0.75	24	173a	pasture, feed ― intr: ―― flocks as subj (βοσκεσθαι, νεμεσθαι) ―― herdsman as subj (ποιμαινειν, βοσκειν) ― tr: ―― feed, tend cattle (ποιμαινειν) ―― feed on, devour			unique Boh word? Cf. Sa ⲁⲙⲁϩⲧⲉ
330	ⲁϣ	V	ⲓϣⲓ	ⲉⲓϣⲉ	ⲁϣⲧ	C1010,C1011,C1012,C1013,C1014,C1015,C1016	hang, suspend	0	1	1	1	0.75	24	533a	cry, announce, sound ― intr: (ηχειν, βοαν, κραζειν) ― tr: (βοαν, καλειν) read S,A,sA,B,F ― intr: (αναγινωσκειν) ― tr: (αναγινωσκειν) promise, vow B ― intr: (ευχεσθαι, επαγγελεσθαι) ― tr: (ευχεσθαι, επαγγελεσθαι, ομολογειν) expect S (νομιζειν)			
331	ⲙⲉⲩⲓ	V	ⲙⲉⲩⲓ	ⲙⲉⲉⲩⲉ	ⲙⲉⲉⲩⲉ	C2178,C2179,C2180	think	1	1	1	1	1	24	199a	(intransitive) think ― no obj (λογιζεσθαι, διανοειν, νομιζειν) ― + ϫⲉ, think that ― + ethic dative ― sim c ⲉ- (refl dat) ― + ⲛ-, meditate doing, be about to do			
333	ϣⲟⲡ	VSTAT	ϣⲱⲡⲓ	ϣⲱⲡⲉ	ϣⲟⲟⲡ	C5995	become, befall, be, exist	1	1	1	1	1	24	577b	(intransitive) become, befall (ειναι, γινεσθαι) impersonal, befall (γινεσθαι, συμβαινειν) ― 3d sg f ― 3d sg m (qualitative) be, exist			
334	ⲉⲃⲏⲗ	ADV	ⲉⲃⲏⲗ	ⲛⲃⲗ	ⲛⲃⲗ	C421	except, beyond	0	0	0	0	0	23	_	_			verify; should this be conj, prep, or adv; cf. ⲛⲃⲗ in annis, all prep?
335	ⲉⲩⲉ	AOPT_PPERS	ⲉⲣⲉ_ⲛⲑⲱⲟⲩ	ⲉⲣⲉ_ⲛⲧⲟⲟⲩ	ⲉⲩⲉ	C619_C2566		0	0	0	0	0	23	_	_			
337	ϩⲓⲱⲓϣ	N	ϩⲓⲱⲓϣ	ϩⲓⲱⲓϣ	ϩⲓⲱⲓϣ	C2773		0	0	0	0	0	23	_	_			verify; Crum lists S once 
338	ⲧⲁⲕⲟ	N	ⲧⲁⲕⲟ	ⲧⲁⲕⲟ	ⲧⲁⲕⲟ	C4178	destruction	0	0	0	0	0	23	_	_			
339	ϩⲉⲙⲥⲓ	N	ϩⲉⲙⲥⲓ	ϩⲙⲟⲟⲥ	ϩⲙⲟⲟⲥ	C6649		0	0	0	0	0	23	_	_			verify; unique Bo word? And verb, not nn? See Crum 679a; cf. below at 344
340	ⲉⲃⲏⲗ	PREP	ⲉⲃⲏⲗ	ⲛⲃⲗ	ⲛⲃⲗ	C421		0	0	0	0	0	23	_	_			verify; should this be conj, prep, or adv; cf. ⲛⲃⲗ in annis, all prep?
341	ⲟⲩⲛ	PTC	ⲟⲩⲛ	ⲟⲩⲛ	ⲟⲩⲛ	C9965	Gk, so, then	0	0	0	0	0	23	_	_			
342	ⲧⲁⲕⲟ	V	ⲧⲁⲕⲟ	ⲧⲁⲕⲟ	ⲧⲁⲕⲟ	C4177	destroy, lose	1	1	1	1	1	23	405a	(transitive) destroy, lose & many related meanings (απολλυναι, φθειρειν) (intransitive) perish, be lost, destroy			
343	ϩⲉⲙⲥⲓ	V	ϩⲉⲙⲥⲓ	ϩⲙⲟⲟⲥ	ϩⲙⲟⲟⲥ	C6649	sit, remain, dwell	1	1	1	1	1	23	679a	(intransitive) sit, remain, dwell (καθησθαι, καθιζειν, μενειν)			
344	ϩⲓⲱⲓϣ	V	ϩⲓⲱⲓϣ	ϩⲓⲱⲓϣ	_	C2772	proclaim, preach	0	0	0	0	0	23	_	_			verify; unique Bo word?
345	ⲥⲁⲃⲟⲗ	ADV	ⲥⲁⲃⲟⲗ	ⲥⲁⲃⲟⲗ	ⲥⲁⲃⲟⲗ	C426	outside, beyond	0	0	0	0	0	22	_	_			
346	ⲙⲱⲓⲧ	N	ⲙⲱⲓⲧ	ⲙⲟⲉⲓⲧ	ⲙⲟⲉⲓⲧ	C2072	road, path	1	1	1	1	1	22	188a	road, path (mostly B) (οδος, τριβος) place B, (S once)			
347	ⲛⲓϣϯ	N	ⲛⲓϣϯ	ⲛⲟϭ	ⲛⲟϭ	C2712	great, large	1	1	1	1	1	22	250a	great, large (μεγας) as title, elder, notable (πρωτος)			
348	ⲥⲁⲃⲟⲗ	PREP	ⲥⲁⲃⲟⲗ	ⲥⲁⲃⲟⲗ	ⲥⲁⲃⲟⲗ	C425		0	0	0	0	0	22	_	_			
349	ⲁⲓ	V	ⲓⲣⲓ	ⲉⲓⲣⲉ	ⲁⲁ	C951	act; become, befall; do	1	1	1	1	1	22	83a	(intransitive) S,A,B,F ― act (ποιειν, πρασσειν) ― become, befall (ειναι, γινεσθαι) ― c dat (transitive) ― make, do ― make, bear fruit ― pass time ― make total, amount to ― make price, value at ― as vb of direction			
349	ⲁⲓⲧ	V	ⲓⲣⲓ	ⲉⲓⲣⲉ	ⲁⲁ	C951	act; become, befall; do	1	1	1	1	1	22	83a	(intransitive) S,A,B,F ― act (ποιειν, πρασσειν) ― become, befall (ειναι, γινεσθαι) ― c dat (transitive) ― make, do ― make, bear fruit ― pass time ― make total, amount to ― make price, value at ― as vb of direction			
352	ⲕⲁϩⲓ	N	ⲕⲁϩⲓ	ⲕⲁϩ	ⲕⲁϩ	C1494	earth, soil	1	1	1	1	1	21	131a	earth, soil (γη, εδαφος, χους, χωμα, πηλος) earth, land, country (γη, γαια)			
353	ⲣⲁⲛ	N	ⲣⲁⲛ	ⲣⲁⲛ	ⲣⲁⲛ	C3121	name	1	1	1	1	1	21	297b	name (ονομα)			
354	ⲥⲁϧ	N	ⲥⲁϧ	ⲥⲁϩ	ⲥⲁϩ	C3982,C3981	writer, teacher	0	0	1	1	0.5	21	381a	(intransitive) weave (υφαινειν, εριθευεσθαι) p c, weaver			
355	ϩⲟⲩⲟ	N	ϩⲟⲩⲟ	ϩⲟⲩⲟ	ϩⲟⲩⲟ	C6982,C6983	greater part, greatness; great, much, greater, more	1	1	1	1	1	21	735a	greater part, greatness (from ϩⲏⲩ + ⲟ) (πολυς, πλειων, περισσος) as adj before nn ― great, much ― greater, more after nn			
356	ⲉⲣϣⲓϣⲓ	N	ⲉⲣϣⲓϣⲓ	ⲉⲣϣⲓϣⲓ	ⲉⲣϣⲓϣⲓ	C719	power, authority	0	0	0	0	0	21	_	_			
357	ⲛⲑⲱⲟⲩ	PPERI	ⲛⲑⲱⲟⲩ	ⲛⲧⲟⲟⲩ	ⲛⲧⲟⲟⲩ	C2566		0	0	0	0	0	21	_	_			
